"species","longitude","latitude","landuse","mean_temp","mean_pres"
"background_HOWR",-122.9521394,38.5010605,1,137.33332824707,86.9166641235352
"background_HOWR",-122.9898834,38.8199161,8,142.75,88
"background_HOWR",-122.9952693,39.1267478,8,136.83332824707,81
"background_HOWR",-122.9812145,39.1756196,8,135,82.75
"background_HOWR",-122.975764,39.408095,1,131.83332824707,83.4166641235352
"background_HOWR",-122.9602289,39.4426891,8,132.75,81.4166641235352
"background_HOWR",-122.9616,39.513,12,88.25,111.25
"background_HOWR",-122.9557918,39.5440435,1,62.75,126.166664123535
"background_HOWR",-122.9711723,39.6154083,1,59.75,127.25
"background_HOWR",-122.9790473,39.6752262,8,76.5833358764648,116.75
"background_HOWR",-122.9933167,40.6066547,1,103.25,84.3333358764648
"background_HOWR",-122.9618222,40.6541441,1,128.08332824707,83.3333358764648
"background_HOWR",-122.9142344,38.0815115,14,128.58332824707,81.4166641235352
"background_HOWR",-122.9014778,38.1665499,1,131.91667175293,75.6666641235352
"background_HOWR",-122.9298019,38.3817673,8,132.33332824707,89.5833358764648
"background_HOWR",-122.93645,38.6116776,8,139.83332824707,95.8333358764648
"background_HOWR",-122.90211,38.70771,8,148.08332824707,88
"background_HOWR",-122.9220484,38.7456624,8,146.83332824707,90
"background_HOWR",-122.932291,38.8139308,8,142.25,87.25
"background_HOWR",-122.9072099,38.942508,8,134.41667175293,77.75
"background_HOWR",-122.9001862,39.1914383,8,139.41667175293,72.5833358764648
"background_HOWR",-122.9488164,39.2555374,8,137.66667175293,78.6666641235352
"background_HOWR",-122.948157,39.444706,8,132.83332824707,79.9166641235352
"background_HOWR",-122.9297161,39.4945036,8,88,110.666664123535
"background_HOWR",-122.9410458,39.5231799,8,58.6666679382324,128.58332824707
"background_HOWR",-122.9374409,39.5798934,1,65.9166641235352,123.666664123535
"background_HOWR",-122.9356492,39.7942186,1,81.6666641235352,111.083335876465
"background_HOWR",-122.915082,40.3669506,8,116.5,79.5833358764648
"background_HOWR",-122.9434383,40.6661243,8,131.91667175293,85.1666641235352
"background_HOWR",-122.938588,40.728815,13,121,83.75
"background_HOWR",-122.8817368,38.0575532,8,128.08332824707,85.3333358764648
"background_HOWR",-122.8754711,38.1159211,5,129.08332824707,83.5833358764648
"background_HOWR",-122.8667378,38.430463,8,136.5,83.6666641235352
"background_HOWR",-122.8607941,38.5171126,8,140.83332824707,83.9166641235352
"background_HOWR",-122.87261,38.5426741,12,141.33332824707,86.9166641235352
"background_HOWR",-122.8677893,38.6107675,13,145.58332824707,88.1666641235352
"background_HOWR",-122.893896,38.7610574,8,130.5,92.5
"background_HOWR",-122.8839684,38.8239618,8,127.583335876465,89.9166641235352
"background_HOWR",-122.8978661,38.9522902,8,135.75,75.5
"background_HOWR",-122.8505874,39.0245022,8,138.66667175293,68.3333358764648
"background_HOWR",-122.8868866,39.1174255,11,139.75,69.5833358764648
"background_HOWR",-122.8886032,39.1202057,11,139.75,69.5833358764648
"background_HOWR",-122.8992033,39.1995357,8,137.16667175293,73.6666641235352
"background_HOWR",-122.8557,40.69324,1,132.08332824707,90.4166641235352
"background_HOWR",-122.88507,40.95044,8,42,102.916664123535
"background_HOWR",-122.8801918,41.0219735,1,50.6666679382324,95
"background_HOWR",-122.8025189,38.0433355,8,132.16667175293,78.5
"background_HOWR",-122.8089523,39.0123815,8,139,66.9166641235352
"background_HOWR",-122.8145742,39.0223512,11,139.08332824707,66.75
"background_HOWR",-122.838401,39.118935,10,138.91667175293,66.9166641235352
"background_HOWR",-122.8367347,39.3226569,1,126.166664123535,79.75
"background_HOWR",-122.8348913,40.7003392,8,131.75,91.3333358764648
"background_HOWR",-122.8066134,40.7457776,1,129.5,92.8333358764648
"background_HOWR",-122.84042,41.02497,1,54.5,92
"background_HOWR",-122.8017145,41.203144,1,31.3333339691162,100.25
"background_HOWR",-122.7599859,38.0502877,8,134.25,75.75
"background_HOWR",-122.7695212,38.2064264,8,134.5,73.3333358764648
"background_HOWR",-122.796464,38.2470278,12,133.75,76.0833358764648
"background_HOWR",-122.7556944,38.394617,12,138.25,70.75
"background_HOWR",-122.7656829,38.4398083,13,139,73.1666641235352
"background_HOWR",-122.7897341,38.5629542,8,142.25,85.25
"background_HOWR",-122.7988243,38.6808197,1,141.91667175293,91.8333358764648
"background_HOWR",-122.7638947,38.7310645,8,125.583335876465,92.25
"background_HOWR",-122.773118,38.8537121,8,124.333335876465,87.1666641235352
"background_HOWR",-122.776471,39.063976,11,138.33332824707,64.9166641235352
"background_HOWR",-122.7691927,39.1360966,1,104.916664123535,99.1666641235352
"background_HOWR",-122.76604,39.33841,8,93.25,105.916664123535
"background_HOWR",-122.7931595,40.7451761,1,128.08332824707,92.75
"background_HOWR",-122.7743626,40.7858056,1,128.33332824707,94.25
"background_HOWR",-122.73561,37.9298634,5,132.66667175293,80.6666641235352
"background_HOWR",-122.7241,38.02416,8,132.75,85
"background_HOWR",-122.7091581,38.1376916,12,134.75,77.1666641235352
"background_HOWR",-122.7141037,38.4405098,13,139,70.0833358764648
"background_HOWR",-122.7097203,38.4810441,8,138.91667175293,84.25
"background_HOWR",-122.7097321,38.5877594,8,136.91667175293,96.1666641235352
"background_HOWR",-122.716383,38.817986,1,119.75,91.4166641235352
"background_HOWR",-122.7419701,38.8604587,8,120.25,90.25
"background_HOWR",-122.7138627,38.9660555,1,135.33332824707,67.5
"background_HOWR",-122.7255893,39.1789131,8,130.58332824707,70.9166641235352
"background_HOWR",-122.7450728,39.3627549,8,64.1666641235352,124.583335876465
"background_HOWR",-122.7303314,39.6532841,1,94.5,101
"background_HOWR",-122.743463,41.229004,1,46.1666679382324,86.8333358764648
"background_HOWR",-122.6678983,37.9176605,11,136.08332824707,79.5833358764648
"background_HOWR",-122.6904202,37.9209857,11,136.08332824707,76.5
"background_HOWR",-122.6592636,38.2141763,8,137.66667175293,70.5
"background_HOWR",-122.6725325,38.3432319,8,139.5,64.4166641235352
"background_HOWR",-122.6985097,38.4146439,9,139.25,69.3333358764648
"background_HOWR",-122.6523972,38.454933,8,141.25,72.5833358764648
"background_HOWR",-122.6614952,38.5249358,8,139.08332824707,90.4166641235352
"background_HOWR",-122.6909781,38.5701797,8,136.66667175293,95.9166641235352
"background_HOWR",-122.6500368,38.9599093,11,139.5,60.6666679382324
"background_HOWR",-122.69167,40.66911,8,130.75,98.75
"background_HOWR",-122.6392436,37.8963357,0,137,78.0833358764648
"background_HOWR",-122.6244995,38.0413021,8,132.66667175293,87.4166641235352
"background_HOWR",-122.6440716,38.1163263,8,138,71.8333358764648
"background_HOWR",-122.614975,38.1522424,8,136.91667175293,79.4166641235352
"background_HOWR",-122.6233864,38.1998782,12,138.5,70.8333358764648
"background_HOWR",-122.6371,38.23242,13,140.33332824707,56.0833320617676
"background_HOWR",-122.6445007,38.3442479,12,139.5,70.8333358764648
"background_HOWR",-122.6250601,38.4476903,8,139.33332824707,86.75
"background_HOWR",-122.6369476,38.4955187,8,138.33332824707,91.75
"background_HOWR",-122.610525,38.651907,8,116.083335876465,97.25
"background_HOWR",-122.6307678,38.7369461,8,140.25,88.3333358764648
"background_HOWR",-122.6444149,38.9357117,1,139,61.4166679382324
"background_HOWR",-122.6367438,40.664803,8,151.58332824707,111.25
"background_HOWR",-122.6457453,40.6962801,8,140.5,107.75
"background_HOWR",-122.616778,40.754663,8,138.83332824707,109.5
"background_HOWR",-122.644359,41.311931,1,50.0833320617676,78.4166641235352
"background_HOWR",-122.5811791,37.8691071,5,137.5,76.25
"background_HOWR",-122.5694604,37.892151,5,136.75,80.75
"background_HOWR",-122.5646764,37.9658243,8,142.83332824707,88.5833358764648
"background_HOWR",-122.5904059,37.9873775,13,141.33332824707,86
"background_HOWR",-122.5861359,38.1488676,8,135,85.6666641235352
"background_HOWR",-122.5681114,38.1993386,11,142,58.3333320617676
"background_HOWR",-122.5854573,38.2256152,13,142.25,56.75
"background_HOWR",-122.5903842,38.3097606,8,134.25,91.8333358764648
"background_HOWR",-122.5993538,38.3427333,8,131.66667175293,95.1666641235352
"background_HOWR",-122.5566959,38.4267985,13,143.91667175293,75.0833358764648
"background_HOWR",-122.568959,38.5170958,1,133.58332824707,93.5
"background_HOWR",-122.5597336,39.0030537,7,144.91667175293,54.75
"background_HOWR",-122.5552368,40.6217706,0,156.66667175293,117.833335876465
"background_HOWR",-122.591629,41.322241,10,40.9166679382324,83.0833358764648
"background_HOWR",-122.5028394,37.7187559,0,134.91667175293,48.0833320617676
"background_HOWR",-122.5005627,37.7260074,0,134.66667175293,48.5833320617676
"background_HOWR",-122.5003052,37.7860464,0,136.08332824707,55.25
"background_HOWR",-122.5316196,37.8219322,0,137.91667175293,59.75
"background_HOWR",-122.5020862,37.9255051,16,143.66667175293,76.5833358764648
"background_HOWR",-122.515583,38.0274109,10,143.16667175293,76.9166641235352
"background_HOWR",-122.5211406,38.2050801,8,142.33332824707,65.4166641235352
"background_HOWR",-122.5148964,38.3596955,8,145.16667175293,69
"background_HOWR",-122.5079441,38.3750725,8,143.08332824707,75.6666641235352
"background_HOWR",-122.5183296,38.4384637,8,138.08332824707,88.75
"background_HOWR",-122.5291443,38.5454803,1,145.25,80.4166641235352
"background_HOWR",-122.5028801,38.8800759,8,132.66667175293,73.5
"background_HOWR",-122.5353658,38.9839723,9,145.33332824707,54.9166679382324
"background_HOWR",-122.5083733,39.0660476,8,133.75,64.75
"background_HOWR",-122.5337791,39.0824393,8,140.41667175293,54.9166679382324
"background_HOWR",-122.526741,39.6245652,10,154.58332824707,43.5833320617676
"background_HOWR",-122.5212264,41.3349798,1,39.1666679382324,82.1666641235352
"background_HOWR",-122.4808909,37.5102575,13,127.666664123535,55.5
"background_HOWR",-122.4937,37.70958,5,134,50.1666679382324
"background_HOWR",-122.474151,37.7662772,13,136.33332824707,53.25
"background_HOWR",-122.4556357,37.7970641,13,139.66667175293,49.5
"background_HOWR",-122.4976015,37.8950065,11,142.58332824707,69.4166641235352
"background_HOWR",-122.495842,38.1145705,0,142.33332824707,62.5833320617676
"background_HOWR",-122.4602008,38.1838231,9,144.33332824707,63.25
"background_HOWR",-122.4963731,38.4368292,8,137.16667175293,89.5
"background_HOWR",-122.495327,38.4894054,8,146.33332824707,76
"background_HOWR",-122.4861002,38.6054689,8,134.16667175293,87.5833358764648
"background_HOWR",-122.4666595,39.0138487,9,132.91667175293,67.5
"background_HOWR",-122.4664879,39.0456526,8,132.5,67.75
"background_HOWR",-122.4979019,40.4930456,8,164.08332824707,93.0833358764648
"background_HOWR",-122.4756289,40.524826,8,163.25,99.5833358764648
"background_HOWR",-122.4561936,40.5872416,8,165.33332824707,103.833335876465
"background_HOWR",-122.497942,41.187924,1,42.0833320617676,85.25
"background_HOWR",-122.4940395,41.6988076,10,108.916664123535,46.8333320617676
"background_HOWR",-122.426473,37.716777,13,137.5,48.4166679382324
"background_HOWR",-122.444365,37.755406,13,133.91667175293,65.1666641235352
"background_HOWR",-122.4285775,37.8060065,13,141.75,47.5833320617676
"background_HOWR",-122.4491024,38.2538403,12,147.08332824707,58.75
"background_HOWR",-122.4481201,38.3392327,8,141.91667175293,78.5833358764648
"background_HOWR",-122.4336749,38.5763226,8,138.41667175293,85.6666641235352
"background_HOWR",-122.4290657,38.8586916,8,133,73.5833358764648
"background_HOWR",-122.4488106,39.0182303,8,135.33332824707,63.9166679382324
"background_HOWR",-122.4076509,39.8021401,10,161,43.4166679382324
"background_HOWR",-122.43955,39.91534,9,161.91667175293,46.5833320617676
"background_HOWR",-122.4366617,40.4953627,8,167.25,86.5
"background_HOWR",-122.4013889,40.59,13,167.58332824707,97.5
"background_HOWR",-122.4091474,40.6637558,8,162.91667175293,119.833335876465
"background_HOWR",-122.3916435,37.7152634,13,142,40.8333320617676
"background_HOWR",-122.3966507,37.7557582,13,142.58332824707,41.5833320617676
"background_HOWR",-122.3805714,38.1512299,11,146.08332824707,57.6666679382324
"background_HOWR",-122.38651,38.1991,13,146.5,57.3333320617676
"background_HOWR",-122.3551869,38.3136123,8,147.16667175293,62.75
"background_HOWR",-122.3955042,38.3261558,1,141.16667175293,79.5
"background_HOWR",-122.3531485,38.4192673,8,150.75,60.1666679382324
"background_HOWR",-122.3529661,38.4995889,8,149.66667175293,67.5833358764648
"background_HOWR",-122.3690701,38.5213432,8,148.58332824707,70
"background_HOWR",-122.3714009,38.8645368,8,142.33332824707,62.8333320617676
"background_HOWR",-122.367568,39.811503,10,161.5,43.5
"background_HOWR",-122.3875988,40.2200659,9,165.66667175293,58.25
"background_HOWR",-122.3906136,40.4826011,8,165.66667175293,87.6666641235352
"background_HOWR",-122.3744801,40.5636002,13,168.66667175293,91.1666641235352
"background_HOWR",-122.3751962,40.5913623,13,168.41667175293,94.4166641235352
"background_HOWR",-122.3522618,40.8472178,8,157.33332824707,126
"background_HOWR",-122.3530197,41.1553934,1,120.833335876465,104.333335876465
"background_HOWR",-122.3125935,37.8274804,0,147.08332824707,43.0833320617676
"background_HOWR",-122.3047308,37.8981238,13,145.91667175293,46.8333320617676
"background_HOWR",-122.3007917,38.1149858,13,146.5,53.8333320617676
"background_HOWR",-122.3490097,38.142204,11,146,56
"background_HOWR",-122.3496294,38.3033667,8,147.41667175293,60.4166679382324
"background_HOWR",-122.3304892,38.4441444,8,148.16667175293,69
"background_HOWR",-122.3075724,38.9084669,8,148.58332824707,53.6666679382324
"background_HOWR",-122.3465425,38.9211774,8,151.33332824707,51.0833320617676
"background_HOWR",-122.33008,39.810411,10,162.66667175293,42.8333320617676
"background_HOWR",-122.3312187,39.8219853,10,162.91667175293,42.9166679382324
"background_HOWR",-122.3299742,39.8730882,10,163.16667175293,43.5833320617676
"background_HOWR",-122.3433155,40.147602,9,167.41667175293,50.5833320617676
"background_HOWR",-122.344,40.4932538,8,168.58332824707,81.8333358764648
"background_HOWR",-122.32963,40.59694,9,167.33332824707,98.1666641235352
"background_HOWR",-122.3098174,40.667104,9,166.25,108
"background_HOWR",-122.316088,41.14061,1,123.5,110.333335876465
"background_HOWR",-122.2603615,37.7989568,13,146.16667175293,43.0833320617676
"background_HOWR",-122.2513425,37.8541865,13,143.16667175293,49.4166679382324
"background_HOWR",-122.2901538,37.8828517,13,144.83332824707,47.1666679382324
"background_HOWR",-122.25651,38.0812,0,147,50.75
"background_HOWR",-122.2731047,38.1801109,8,146.91667175293,53.0833320617676
"background_HOWR",-122.2587776,38.3579456,13,149.91667175293,56.3333320617676
"background_HOWR",-122.2835655,38.7537084,9,151,57.5
"background_HOWR",-122.2903311,38.7945731,9,143.08332824707,65.4166641235352
"background_HOWR",-122.2878528,38.8424319,8,129.75,78.75
"background_HOWR",-122.2590351,38.9182175,8,146.83332824707,55.25
"background_HOWR",-122.2751927,40.3784429,13,169.5,65.1666641235352
"background_HOWR",-122.277135,40.4675051,8,169.33332824707,75.8333358764648
"background_HOWR",-122.2840118,40.5164092,9,168.58332824707,83.1666641235352
"background_HOWR",-122.2963876,40.626172,8,166.83332824707,102
"background_HOWR",-122.2925788,40.6728919,9,166.5,106.833335876465
"background_HOWR",-122.2915113,41.1594877,1,125.916664123535,110.916664123535
"background_HOWR",-122.2473836,37.7525975,11,145.08332824707,43.5
"background_HOWR",-122.2213125,37.8119539,13,142.58332824707,49.75
"background_HOWR",-122.2389358,37.8613116,8,140.08332824707,58.75
"background_HOWR",-122.226913,37.8734137,8,139.91667175293,61.4166679382324
"background_HOWR",-122.2177505,38.1199727,13,146.66667175293,53
"background_HOWR",-122.2360432,38.168878,12,146.75,54.1666679382324
"background_HOWR",-122.2259457,38.1844707,12,145.58332824707,60.8333320617676
"background_HOWR",-122.2455597,38.2743394,8,146.83332824707,62.5833320617676
"background_HOWR",-122.208465,38.397032,8,142.66667175293,72.75
"background_HOWR",-122.2295952,38.8080118,8,145.58332824707,62.25
"background_HOWR",-122.2086947,38.8625972,9,156,44.9166679382324
"background_HOWR",-122.238036,38.890797,9,155.5,45.5
"background_HOWR",-122.2246724,39.8752662,9,165.58332824707,44.5
"background_HOWR",-122.20359,40.15598,9,171.08332824707,47.5
"background_HOWR",-122.211697,40.205426,13,171.25,49.0833320617676
"background_HOWR",-122.222621,40.263893,9,170.66667175293,52.5833320617676
"background_HOWR",-122.2202778,40.3908333,8,170.08332824707,63.3333320617676
"background_HOWR",-122.2267666,40.4690742,9,169.58332824707,73.0833358764648
"background_HOWR",-122.2273824,40.5904126,8,168.91667175293,89.4166641235352
"background_HOWR",-122.1553087,37.3192877,8,125.416664123535,74.0833358764648
"background_HOWR",-122.1871948,37.3203457,8,128,74.8333358764648
"background_HOWR",-122.1597545,37.4155819,13,143.41667175293,39.75
"background_HOWR",-122.1759081,37.4229349,8,143,40.0833320617676
"background_HOWR",-122.1544504,37.6540967,0,145.66667175293,41.5
"background_HOWR",-122.1564232,37.754082,13,143.41667175293,47.1666679382324
"background_HOWR",-122.1817064,37.8161369,1,140,59.9166679382324
"background_HOWR",-122.1910894,37.82801,5,139.83332824707,59.9166679382324
"background_HOWR",-122.1929455,38.0685007,13,147.66667175293,47.3333320617676
"background_HOWR",-122.1557808,38.0941737,7,147.91667175293,47.75
"background_HOWR",-122.185092,38.1412736,12,145.83332824707,56.3333320617676
"background_HOWR",-122.1870661,38.1904682,12,147.16667175293,54.4166679382324
"background_HOWR",-122.1771097,38.2746426,8,147.66667175293,61
"background_HOWR",-122.1538849,38.7151493,9,157.41667175293,47.3333320617676
"background_HOWR",-122.1518755,38.7658795,12,158.41667175293,43.5833320617676
"background_HOWR",-122.1847272,38.8280072,9,157.08332824707,44.3333320617676
"background_HOWR",-122.1865082,39.4292322,12,159.75,38.1666679382324
"background_HOWR",-122.188733,40.145716,10,170.66667175293,47.5
"background_HOWR",-122.175144,40.18683,13,170.91667175293,48.9166679382324
"background_HOWR",-122.1915293,40.3199149,9,170.66667175293,56.6666679382324
"background_HOWR",-122.1897054,40.3304828,8,170,58.25
"background_HOWR",-122.1807861,40.3874344,8,170.16667175293,61.8333320617676
"background_HOWR",-122.1910572,40.463601,9,169.5,71.5
"background_HOWR",-122.1762085,40.5451132,9,168.41667175293,82.8333358764648
"background_HOWR",-122.1996208,40.7423225,1,160.33332824707,119.916664123535
"background_HOWR",-122.1069264,36.960002,12,135.5,59.3333320617676
"background_HOWR",-122.1250534,37.2605283,1,126.416664123535,75.25
"background_HOWR",-122.10599,37.32912,1,139.66667175293,58.25
"background_HOWR",-122.1195602,37.5816572,0,146.75,36.1666679382324
"background_HOWR",-122.1038138,37.6303596,13,147,37.5833320617676
"background_HOWR",-122.122704,37.715998,13,144.66667175293,44.5
"background_HOWR",-122.1480453,37.7536047,13,143.08332824707,48.5
"background_HOWR",-122.1280146,37.77794,8,142.08332824707,51.5833320617676
"background_HOWR",-122.1196856,38.0689227,13,149.25,43.8333320617676
"background_HOWR",-122.148428,38.094835,8,148.33332824707,46.75
"background_HOWR",-122.127043,38.184885,8,150.58332824707,46.6666679382324
"background_HOWR",-122.1393871,38.2457976,8,149,53.6666679382324
"background_HOWR",-122.1104944,38.411937,8,134.66667175293,77.4166641235352
"background_HOWR",-122.1223075,38.4368992,8,138.25,74.75
"background_HOWR",-122.1031666,38.5126465,8,154.66667175293,56.6666679382324
"background_HOWR",-122.1214914,38.5903087,8,141.58332824707,71.5833358764648
"background_HOWR",-122.1155691,38.6843038,8,157.33332824707,48.5833320617676
"background_HOWR",-122.1425575,38.7201061,12,157.75,46.1666679382324
"background_HOWR",-122.104816,40.0184663,8,168.66667175293,48
"background_HOWR",-122.1182537,40.0327183,8,168.91667175293,47.6666679382324
"background_HOWR",-122.147541,40.1267848,8,170.33332824707,48.4166679382324
"background_HOWR",-122.130792,40.403115,9,169.08332824707,63.5
"background_HOWR",-122.1285927,40.564983,9,165.83332824707,88.75
"background_HOWR",-122.146858,41.182949,1,110,112.583335876465
"background_HOWR",-122.08265,36.95603,12,136,57.75
"background_HOWR",-122.0566896,36.9829917,12,135.41667175293,64.6666641235352
